Issue ID,Issue Link,Git URL,Summary,Summary Relevance,Description,Comments

** Comment 10 **
Fix checkstyle errors in [file java]

** Comment 11 **
-1 overall.  Here are the results of testing the latest attachment 
  [link]
  against master branch at commit ff8840acc3d3f258c933c91b275922d6528b6893.
  ATTACHMENT ID: 12704092
    +1 @author.  The patch does not contain any @author tags.
    -1 tests included.  The patch doesn't appear to include any new or modified tests.
                        Please justify why no new tests are needed for this patch.
                        Also please list what manual steps were performed to verify this patch.
    +1 hadoop versions. The patch compiles with all supported hadoop versions (2.4.1 2.5.2 2.6.0)
    +1 javac.  The applied patch does not increase the total number of javac compiler warnings.
    +1 javac.  The applied patch does not increase the total number of javac compiler warnings.
    +1 javadoc.  The javadoc tool did not generate any warning messages.
                -1 checkstyle.  The applied patch generated 1919 checkstyle errors (more than the master's current 1917 errors).
    +1 findbugs.  The patch does not introduce any new Findbugs (version 2.0.3) warnings.
    +1 release audit.  The applied patch does not increase the total number of release audit warnings.
    -1 lineLengths.  The patch introduces the following lines longer than 100:
    +      "" \002(\t\022\014\n\004user\030\004 \002(\t\022\014\n\004date\030\005 \002(\t\022\024\n\014src_"" +
+              new java.lang.String { ""Version"", ""Url"", ""Revision"", ""User"", ""Date"", ""SrcChecksum"", });
+              new java.lang.String { ""UserInfo"", ""ServiceName"", ""CellBlockCodecClass"", ""CellBlockCompressorClass"", ""VersionInfo"", });
  +1 site.  The mvn site goal succeeds with this patch.
    +1 core tests.  The patch passed unit tests in .
Test results: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Checkstyle Errors: [link]
                Console output: [link]
This message is automatically generated.

** Comment 12 **
-1 overall.  Here are the results of testing the latest attachment 
  [link]
  against master branch at commit ff8840acc3d3f258c933c91b275922d6528b6893.
  ATTACHMENT ID: 12704111
    +1 @author.  The patch does not contain any @author tags.
    -1 tests included.  The patch doesn't appear to include any new or modified tests.
                        Please justify why no new tests are needed for this patch.
                        Also please list what manual steps were performed to verify this patch.
    +1 hadoop versions. The patch compiles with all supported hadoop versions (2.4.1 2.5.2 2.6.0)
    +1 javac.  The applied patch does not increase the total number of javac compiler warnings.
    +1 javac.  The applied patch does not increase the total number of javac compiler warnings.
    +1 javadoc.  The javadoc tool did not generate any warning messages.
    +1 checkstyle.  The applied patch does not increase the total number of checkstyle errors
    +1 findbugs.  The patch does not introduce any new Findbugs (version 2.0.3) warnings.
    +1 release audit.  The applied patch does not increase the total number of release audit warnings.
    -1 lineLengths.  The patch introduces the following lines longer than 100:
    +      "" \002(\t\022\014\n\004user\030\004 \002(\t\022\014\n\004date\030\005 \002(\t\022\024\n\014src_"" +
+              new java.lang.String { ""Version"", ""Url"", ""Revision"", ""User"", ""Date"", ""SrcChecksum"", });
+              new java.lang.String { ""UserInfo"", ""ServiceName"", ""CellBlockCodecClass"", ""CellBlockCompressorClass"", ""VersionInfo"", });
  +1 site.  The mvn site goal succeeds with this patch.
    +1 core tests.  The patch passed unit tests in .
Test results: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Checkstyle Errors: [link]
  Console output: [link]
This message is automatically generated.

** Comment 13 **
This looks fine for 0.98 too, I can cherry pick it back when/if it goes in to branch-1

** Comment 14 **
[Comment excluded]

** Comment 15 **
[Comment excluded]

** Comment 16 **
SUCCESS: Integrated in HBase-TRUNK #6276 (See )
HBASE-13216 Add version info in RPC connection header (Shaohui Liu) (liushaohui: rev 602e11cc74b5a0442a754d96bbbcd17fdd171931)
* [file java]
* [file java]
* hbase-protocol/src/main/protobuf/RPC.proto
* [file java]
* [file java]
* [file java]


** Comment 17 **
Let me backport this to branch-1. I tried both combinations of old client to new server and new client to old server and all worked fine as expected.

** Comment 18 **
[Comment excluded]

** Comment 19 **
[Comment excluded]

** Comment 20 **
SUCCESS: Integrated in HBase-1.1 #354 (See )
HBASE-13216 Add version info in RPC connection header (Liu Shaohui) (stack: rev 7e1e5a60fbe5ace0ab5c71899268a6553e7d38aa)
* [file java]
* [file java]
* [file java]
* hbase-protocol/src/main/protobuf/RPC.proto
* [file java]
* [file java]


** Comment 21 **
I picked this back to 0.98 too. It's a safe compatible change. Useful as described for identifying remaining versions that need update in a staged/partial upgrade. While doing this I noticed we are not calculating a source checksum in 0.98 for the version annotation. The annotation is marked private and it's user, VersionInfo, is marked evolving, so I've added this to 0.98 as well.

** Comment 22 **
FAILURE: Integrated in HBase-0.98 #970 (See )
HBASE-13216 Add version info in RPC connection header (Shaohui Liu) (apurtell: rev 0170e79e1001b4ced27f7aff168cbe94b5ff9d25)
* hbase-common/src/saveVersion.sh
* [file java]
* hbase-protocol/src/main/protobuf/RPC.proto
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]


** Comment 23 **
FAILURE: Integrated in HBase-0.98-on-Hadoop-1.1 #923 (See )
HBASE-13216 Add version info in RPC connection header (Shaohui Liu) (apurtell: rev 0170e79e1001b4ced27f7aff168cbe94b5ff9d25)
* [file java]
* [file java]
* [file java]
* [file java]
* hbase-common/src/saveVersion.sh
* hbase-protocol/src/main/protobuf/RPC.proto
* [file java]
* [file java]


** Comment 24 **
[Comment excluded]
"
HBASE-11580,https://issues.apache.org/jira/browse/HBASE-11580,https://github.com/apache/hbase/blob/1.1.0/hbase-common/src/main/java/org/apache/hadoop/hbase/util/RetryCounter.java,Failover handling for secondary region replicas,YES,"With the async wal approach (HBASE-11568), the edits are not persisted (to wal) in the secondary region replicas. However this means that we have to deal with secondary region replica failures. 

We can seek to re-replicate the edits from primary to the secondary when the secondary region is opened in another server but this would mean to setup a replication queue again, and holding on to the wals for longer. 

Instead, we can design it so that the edits form the secondaries are not persisted to wal, and if the secondary replica fails over, it will not start serving reads until it has guaranteed that it has all the past data. 

For guaranteeing that the secondary replica has all the edits before serving reads, we can use flush and region opening markers. Whenever a region open event is seen, it writes all the files at the time of opening to wal (HBASE-11512). In case of flush, the flushed file is written as well, and the secondary replica can do a ls for the store files and pick up all the files before the seqId of the flushed file. So, in this design, the secodary replica will wait until it sees and replays a flush or region open marker from wal from primary. and then start serving. For speeding up replica opening time, we can trigger a flush to the primary whenever the secondary replica opens as an optimization. ","** Comment 1 **
[Comment excluded]

** Comment 2 **
[Comment excluded]

** Comment 3 **
{quote}
As an optimization so that the secondary will sooner start serving data, the region server opening a secondary region replica will make an RPC to the RS serving the primary for a flush. This will result either a flush, which will asynchronously be replayed to the secondary, or a no-op because memstores are empty. In the latter case, we should still drop a WAL marker though.
{quote}
Would this be on by default or would this be an option?  It seems that in a failure situation we would hit a ""flush amplification"" problem which seems concerning.   
Let's say we have a 20 node cluster with each rs having 25 regions on them.  If those regions have 2 secondaries, each hosts would have 50 secondaries.  Let's say one rs goes down  When these secondaries gets rebalanced, they'd get spread around a bunch likely landing on every or almost every node in the cluster. If each secondary region reopening triggers a flush request we'd end up with a lot of flush requests, all around the same time all across the cluster, no?  This seems problematic.  We could probably coalesce some of the flushes (each rs receiving secondaries could consolidate all into one flush) but if we had 5 machines go down wouldn't we still get 5x the flushes?  

** Comment 4 **
bq. Would this be on by default or would this be an option? It seems that in a failure situation we would hit a ""flush amplification"" problem which seems concerning
I think we may want to turn this on by default, but we'll have to have some operational experience with the setting. You are right that there is a sync flush concern, but w/o making secondary replica edits durable in wal, there seems no other way other than waiting for a flush to start serving data from memstore. 
We can also add some jitter as well to cope with this. 

** Comment 5 **
[Comment excluded]

** Comment 6 **
[Comment excluded]

** Comment 7 **
[Comment excluded]

** Comment 8 **
-1 overall.  Here are the results of testing the latest attachment 
  [link]
  against master branch at commit bec2b0d320554b0af8c891fddc147a953f35765f.
  ATTACHMENT ID: 12701535
    +1 @author.  The patch does not contain any @author tags.
    +1 tests included.  The patch appears to include 23 new or modified tests.
		    -1 Anti-pattern.  The patch appears to have anti-pattern where BYTES_COMPARATOR was omitted:
             +        getRegionInfo(), -1, new TreeMap<byte, List<Path>>());.
    +1 hadoop versions. The patch compiles with all supported hadoop versions (2.4.1 2.5.2 2.6.0)
    +1 javac.  The applied patch does not increase the total number of javac compiler warnings.
    +1 javac.  The applied patch does not increase the total number of javac compiler warnings.
    -1 javadoc.  The javadoc tool appears to have generated 3 warning messages.
    +1 checkstyle.  The applied patch does not increase the total number of checkstyle errors
    +1 findbugs.  The patch does not introduce any new Findbugs (version 2.0.3) warnings.
    +1 release audit.  The applied patch does not increase the total number of release audit warnings.
    +1 lineLengths.  The patch does not introduce lines longer than 100
  +1 site.  The mvn site goal succeeds with this patch.
     -1 core tests.  The patch failed these unit tests:
                       org.apache.hadoop.hbase.TestInterfaceAudienceAnnotations
Test results: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Checkstyle Errors: [link]
  Javadoc warnings: [link]
Console output: [link]
This message is automatically generated.

** Comment 9 **
v3 addresses the unit test failure. 

** Comment 10 **
-1 overall.  Here are the results of testing the latest attachment 
  [link]
  against master branch at commit 74e36f8ddd03cf94c17bdb30ecd81cc5dff4d063.
  ATTACHMENT ID: 12702007
    +1 @author.  The patch does not contain any @author tags.
    +1 tests included.  The patch appears to include 23 new or modified tests.
		    -1 Anti-pattern.  The patch appears to have anti-pattern where BYTES_COMPARATOR was omitted:
             +        getRegionInfo(), -1, new TreeMap<byte, List<Path>>());.
    +1 hadoop versions. The patch compiles with all supported hadoop versions (2.4.1 2.5.2 2.6.0)
    +1 javac.  The applied patch does not increase the total number of javac compiler warnings.
    +1 javac.  The applied patch does not increase the total number of javac compiler warnings.
    -1 javadoc.  The javadoc tool appears to have generated 3 warning messages.
    +1 checkstyle.  The applied patch does not increase the total number of checkstyle errors
    +1 findbugs.  The patch does not introduce any new Findbugs (version 2.0.3) warnings.
    +1 release audit.  The applied patch does not increase the total number of release audit warnings.
    +1 lineLengths.  The patch does not introduce lines longer than 100
  +1 site.  The mvn site goal succeeds with this patch.
    +1 core tests.  The patch passed unit tests in .
Test results: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Checkstyle Errors: [link]
  Javadoc warnings: [link]
Console output: [link]
This message is automatically generated.

** Comment 11 **
[Comment excluded]

** Comment 12 **
FAILURE: Integrated in HBase-TRUNK #6202 (See )
HBASE-11580 Failover handling for secondary region replicas (enis: rev 9899aab12b419144f7f8a8280bedbccc68ee7452)
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* hbase-protocol/src/main/protobuf/WAL.proto
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* hbase-protocol/src/main/protobuf/Admin.proto
* [file java]
* [file java]
* [file java]


** Comment 13 **
SUCCESS: Integrated in HBase-1.1 #244 (See )
HBASE-11580 Failover handling for secondary region replicas (enis: rev 9e7ad99593f6ce6f4f99e4ad67d271de51176f8f)
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* hbase-protocol/src/main/protobuf/Admin.proto
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* hbase-protocol/src/main/protobuf/WAL.proto
* [file java]
* [file java]
* [file java]
* [file java]


** Comment 14 **
this issue has introduced new javadoc warnings that are causing precommit checks for new patches to fail.
 Javadoc Warnings
 [file java]:1988: warning - Tag @see: can't find internalFlushcache(Collection, MonitoredTask) in org.apache.hadoop.hbase.regionserver.HRegion
 [file java]:1998: warning - Tag @see: can't find internalFlushcache(WAL, long, Collection, MonitoredTask) in org.apache.hadoop.hbase.regionserver.HRegion
 [file java]:2243: warning - @return tag has no arguments.


** Comment 15 **
Thanks Sean. I had searched the javadoc report before, but could not identify the warnings somehow. An oversight from my side. Will commit an addendum shortly. 

** Comment 16 **
[Comment excluded]

** Comment 17 **
FAILURE: Integrated in HBase-TRUNK #6206 (See )
HBASE-11580 Failover handling for secondary region replicas - ADDENDUM for javadoc fixes (enis: rev d1ca560ff72bd97faa94fce025bf126702bbdd1b)
* [file java]


** Comment 18 **
SUCCESS: Integrated in HBase-1.1 #248 (See )
HBASE-11580 Failover handling for secondary region replicas - ADDENDUM for javadoc fixes (enis: rev 07cb6d24130db15be303ca34e878bcf5d5411a42)
* [file java]


** Comment 19 **
[Comment excluded]
"
HBASE-13017,https://issues.apache.org/jira/browse/HBASE-13017,https://github.com/apache/hbase/blob/1.1.0/hbase-server/src/main/java/org/apache/hadoop/hbase/master/RegionStates.java,Backport HBASE-12035 Keep table state in Meta to branch-1,NO,Lets backport that feature to branch-1.0 adapting HBASE-12035 ,"** Comment 1 **
[Comment excluded]

** Comment 2 **
[Comment excluded]

** Comment 3 **
[Comment excluded]

** Comment 4 **
[Comment excluded]

** Comment 5 **
[Comment excluded]

** Comment 6 **
[Comment excluded]

** Comment 7 **
[Comment excluded]

** Comment 8 **
[Comment excluded]

** Comment 9 **
-1 overall.  Here are the results of testing the latest attachment 
  [link]
  against branch-1 branch at commit 3dd220f8fdf6e34e11ffa309ff182172f6346091.
  ATTACHMENT ID: 12698166
    +1 @author.  The patch does not contain any @author tags.
    +1 tests included.  The patch appears to include 74 new or modified tests.
    +1 javac.  The applied patch does not increase the total number of javac compiler warnings.
    +1 javac.  The applied patch does not increase the total number of javac compiler warnings.
    -1 javadoc.  The javadoc tool appears to have generated 12 warning messages.
    +1 checkstyle.  The applied patch does not increase the total number of checkstyle errors
    +1 findbugs.  The patch does not introduce any new Findbugs (version 2.0.3) warnings.
    +1 release audit.  The applied patch does not increase the total number of release audit warnings.
    +1 lineLengths.  The patch does not introduce lines longer than 100
  +1 site.  The mvn site goal succeeds with this patch.
     -1 core tests.  The patch failed these unit tests:
Test results: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Checkstyle Errors: [link]
  Javadoc warnings: [link]
Console output: [link]
This message is automatically generated.

** Comment 10 **
[Comment excluded]

** Comment 11 **
[Comment excluded]

** Comment 12 **
[Comment excluded]

** Comment 13 **
retry, somehow patch process failed.

** Comment 14 **
[Comment excluded]

** Comment 15 **
What happened? 
It seems jenkins doesn't want to fetch branch correctly?
{code}
git checkout branch-1
Previous HEAD position was 02759f2... HBASE-13026: Wrong error message in case incorrect snapshot name OR Incorrect table name
Switched to branch 'branch-1'
Your branch is behind 'origin/branch-1' by 50 commits, and can be fast-forwarded.
  (use ""git pull"" to update your local branch)
git status
On branch branch-1
Your branch is behind 'origin/branch-1' by 50 commits, and can be fast-forwarded.
  (use ""git pull"" to update your local branch)
{code}

** Comment 16 **
[Comment excluded]

** Comment 17 **
[Comment excluded]

** Comment 18 **
[Comment excluded]

** Comment 19 **
[Comment excluded]

** Comment 20 **
[Comment excluded]

** Comment 21 **
[Comment excluded]

** Comment 22 **
[Comment excluded]

** Comment 23 **
[Comment excluded]

** Comment 24 **
[Comment excluded]

** Comment 25 **
[Comment excluded]

** Comment 26 **
-1 overall.  Here are the results of testing the latest attachment 
  [link]
  against branch-1 branch at commit 7561ae6d1257b51c0bb1ef46e52d8ede2c7c926f.
  ATTACHMENT ID: 12698752
    +1 @author.  The patch does not contain any @author tags.
    +1 tests included.  The patch appears to include 83 new or modified tests.
    +1 hadoop versions. The patch compiles with all supported hadoop versions (2.4.1 2.5.2 2.6.0)
    +1 javac.  The applied patch does not increase the total number of javac compiler warnings.
    +1 javac.  The applied patch does not increase the total number of javac compiler warnings.
    -1 javadoc.  The javadoc tool appears to have generated 13 warning messages.
    +1 checkstyle.  The applied patch does not increase the total number of checkstyle errors
    +1 findbugs.  The patch does not introduce any new Findbugs (version 2.0.3) warnings.
    +1 release audit.  The applied patch does not increase the total number of release audit warnings.
    +1 lineLengths.  The patch does not introduce lines longer than 100
  +1 site.  The mvn site goal succeeds with this patch.
     -1 core tests.  The patch failed these unit tests:
                       org.apache.hadoop.hbase.master.TestAssignmentManagerOnCluster
                  org.apache.hadoop.hbase.master.TestZKLessAMOnCluster
                  org.apache.hadoop.hbase.master.TestMasterFailover
Test results: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Checkstyle Errors: [link]
  Javadoc warnings: [link]
Console output: [link]
This message is automatically generated.

** Comment 27 **
[Comment excluded]

** Comment 28 **
[Comment excluded]

** Comment 29 **
I ran one of the above failed tests locally and got this:
Running org.apache.hadoop.hbase.master.TestAssignmentManagerOnCluster
2015-02-16 21:07:30.259 java Unable to load realm info from SCDynamicStore
Tests run: 21, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 618.282 sec <<< FAILURE! - in org.apache.hadoop.hbase.master.TestAssignmentManagerOnCluster
testSSHWhenDisablingTableRegionsInOpeningOrPendingOpenState(org.apache.hadoop.hbase.master.TestAssignmentManagerOnCluster)  Time elapsed: 60.087 sec  <<< ERROR!
java.lang.Exception: test timed out after 60000 milliseconds
	at java.lang.Thread.sleep(Native Method)
	at org.apache.hadoop.hbase.client.HBaseAdmin.deleteTable([file java]:727)
	at org.apache.hadoop.hbase.HBaseTestingUtility.deleteTable([file java]:1778)
	at org.apache.hadoop.hbase.master.TestAssignmentManagerOnCluster.testSSHWhenDisablingTableRegionsInOpeningOrPendingOpenState([file java]:737)
Do you get this w/ the patch in place ?
I tried another test and similar:
-------------------------------------------------------
 T E S T S
-------------------------------------------------------
Running org.apache.hadoop.hbase.master.TestZKLessAMOnCluster
2015-02-16 21:19:16.041 java Unable to load realm info from SCDynamicStore
Tests run: 21, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 616.783 sec <<< FAILURE! - in org.apache.hadoop.hbase.master.TestZKLessAMOnCluster
testSSHWhenDisablingTableRegionsInOpeningOrPendingOpenState(org.apache.hadoop.hbase.master.TestZKLessAMOnCluster)  Time elapsed: 60.088 sec  <<< ERROR!
java.lang.Exception: test timed out after 60000 milliseconds
	at java.lang.Thread.sleep(Native Method)
	at org.apache.hadoop.hbase.client.HBaseAdmin.deleteTable([file java]:727)
	at org.apache.hadoop.hbase.HBaseTestingUtility.deleteTable([file java]:1778)
	at org.apache.hadoop.hbase.master.TestAssignmentManagerOnCluster.testSSHWhenDisablingTableRegionsInOpeningOrPendingOpenState([file java]:737)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke([file java]:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke([file java]:43)
	at java.lang.reflect.Method.invoke([file java]:606)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall([file java]:47)
	at org.junit.internal.runners.model.ReflectiveCallable.run([file java]:12)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively([file java]:44)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate([file java]:17)
	at org.junit.internal.runners.statements.FailOnTimeout$StatementThread.run([file java]:74)


** Comment 30 **
, Failed for me too. Will look deeper. Thanks.

** Comment 31 **
 I note that the TestDLR seems to be failing frequently now so may not be related. Suggest you check back in the precommit builds: e.g. [link]

** Comment 32 **
[Comment excluded]

** Comment 33 **
[Comment excluded]

** Comment 34 **
[Comment excluded]

** Comment 35 **
-1 overall.  Here are the results of testing the latest attachment 
  [link]
  against branch-1 branch at commit f64d63d24e0fa98eb5fc41b1c7bd73fd2b5fa012.
  ATTACHMENT ID: 12699404
    +1 @author.  The patch does not contain any @author tags.
    +1 tests included.  The patch appears to include 83 new or modified tests.
    +1 hadoop versions. The patch compiles with all supported hadoop versions (2.4.1 2.5.2 2.6.0)
    +1 javac.  The applied patch does not increase the total number of javac compiler warnings.
    +1 javac.  The applied patch does not increase the total number of javac compiler warnings.
    +1 javadoc.  The javadoc tool did not generate any warning messages.
    +1 checkstyle.  The applied patch does not increase the total number of checkstyle errors
    +1 findbugs.  The patch does not introduce any new Findbugs (version 2.0.3) warnings.
    +1 release audit.  The applied patch does not increase the total number of release audit warnings.
    +1 lineLengths.  The patch does not introduce lines longer than 100
  +1 site.  The mvn site goal succeeds with this patch.
     -1 core tests.  The patch failed these unit tests:
                       org.apache.hadoop.hbase.master.TestMasterFailover
Test results: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Checkstyle Errors: [link]
  Console output: [link]
This message is automatically generated.

** Comment 36 **
[Comment excluded]

** Comment 37 **
+1 overall.  Here are the results of testing the latest attachment 
  [link]
  against branch-1 branch at commit 7b045d143ab91089c1c13f3095389fb5de4111f5.
  ATTACHMENT ID: 12699441
    +1 @author.  The patch does not contain any @author tags.
    +1 tests included.  The patch appears to include 83 new or modified tests.
    +1 hadoop versions. The patch compiles with all supported hadoop versions (2.4.1 2.5.2 2.6.0)
    +1 javac.  The applied patch does not increase the total number of javac compiler warnings.
    +1 javac.  The applied patch does not increase the total number of javac compiler warnings.
    +1 javadoc.  The javadoc tool did not generate any warning messages.
    +1 checkstyle.  The applied patch does not increase the total number of checkstyle errors
    +1 findbugs.  The patch does not introduce any new Findbugs (version 2.0.3) warnings.
    +1 release audit.  The applied patch does not increase the total number of release audit warnings.
    +1 lineLengths.  The patch does not introduce lines longer than 100
  +1 site.  The mvn site goal succeeds with this patch.
    +1 core tests.  The patch passed unit tests in .
Test results: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Findbugs warnings: [link]
Checkstyle Errors: [link]
  Console output: [link]
This message is automatically generated.

** Comment 38 **
[Comment excluded]

** Comment 39 **
[Comment excluded]

** Comment 40 **
FAILURE: Integrated in HBase-1.1 #195 (See )
HBASE-13017 Backport HBASE-12035 Keep table state in Meta to 1.0 branch (Andrey Stepachev) (stack: rev f5e2a823284ebe610f8754f36135dd5290f93b06)
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* hbase-protocol/src/main/protobuf/HBase.proto
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]
* [file java]


** Comment 41 **
[Comment excluded]

** Comment 42 **
[Comment excluded]

** Comment 43 **
[Comment excluded]

** Comment 44 **
[Comment excluded]

** Comment 45 **
[Comment excluded]

** Comment 46 **
[Comment excluded]

** Comment 47 **
[Comment excluded]

** Comment 48 **
[Comment excluded]

** Comment 49 **
[Comment excluded]

** Comment 50 **
[Comment excluded]

** Comment 51 **
[Comment excluded]
"
HBASE-13578,https://issues.apache.org/jira/browse/HBASE-13578,https://github.com/apache/hbase/blob/1.1.0/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/FSHLog.java,Remove Arrays.asList().subList() from FSHLog.offer(),NO,"while doing a run with a profiler I noticed this:
{code}
FSHLog.java
void offer(final long sequence, final SyncFuture [] syncFutures, final int syncFutureCount) {
  ...
  this.syncFutures.addAll(Arrays.asList(syncFutures).subList(0, syncFutureCount));
}
{code}
it is creating an Arrays.ArrayList then a RandomAccessSubList, 
and then addAll() is using creating an iterator and call the syncFutures.add() for each item.

a simpler for loop adding the items directly is not too ugly and it will avoid all this stuff.
I've attached a simple test to compare the two, it will not make huge difference but since we are in the core path any tiny bit probably helps.","** Comment 1 **
-1 overall.  Here are the results of testing the latest attachment 
  [link]
  against master branch at commit 75bb815d9954e538488c4c549f7261b5be80551b.
  ATTACHMENT ID: 12728755
    +1 @author.  The patch does not contain any @author tags.
    -1 tests included.  The patch doesn't appear to include any new or modified tests.
                        Please justify why no new tests are needed for this patch.
                        Also please list what manual steps were performed to verify this patch.
    +1 hadoop versions. The patch compiles with all supported hadoop versions (2.4.1 2.5.2 2.6.0)
    +1 javac.  The applied patch does not increase the total number of javac compiler warnings.
    +1 protoc.  The applied patch does not increase the total number of protoc compiler warnings.
    +1 javadoc.  The javadoc tool did not generate any warning messages.
    +1 checkstyle.  The applied patch does not increase the total number of checkstyle errors
    +1 findbugs.  The patch does not introduce any  new Findbugs (version 2.0.3) warnings.
    +1 release audit.  The applied patch does not increase the total number of release audit warnings.
    +1 lineLengths.  The patch does not introduce lines longer than 100
  +1 site.  The mvn site goal succeeds with this patch.
     -1 core tests.  The patch failed these unit tests:
                       org.apache.hadoop.hbase.TestJMXListener
Test results: [link]
Release Findbugs (version 2.0.3) 	warnings: [link]
Checkstyle Errors: [link]
  Console output: [link]
This message is automatically generated.

** Comment 2 **
+1
That is a weird failure. Can't see how related.

** Comment 3 **
[Comment excluded]

** Comment 4 **
[Comment excluded]

** Comment 5 **
Test failure is because of my patch on HBASE-13564, not related to this. Sorry for that. 

** Comment 6 **
FAILURE: Integrated in HBase-1.1 #440 (See )
HBASE-13578 Remove Arrays.asList().subList() from FSHLog.offer() (matteo.bertozzi: rev 3fba9de03e63fbf4b60734c32a75b00e2f892411)
* [file java]


** Comment 7 **
FAILURE: Integrated in HBase-1.2 #37 (See )
HBASE-13578 Remove Arrays.asList().subList() from FSHLog.offer() (matteo.bertozzi: rev 3a9304e98f7e5a72649ad2aa45574a6f6e53db4d)
* [file java]


** Comment 8 **
FAILURE: Integrated in HBase-TRUNK #6429 (See )
HBASE-13578 Remove Arrays.asList().subList() from FSHLog.offer() (matteo.bertozzi: rev ee562faeb3cd0b7a49a1319fdc775f1d43e32341)
* [file java]


** Comment 9 **
[Comment excluded]
"
