Issue ID,Issue Link,Git URL,Summary,Summary Relevance,Description,Comments
     }
     @Test
-    public void shouldThrowExceptionIfApplicationServerConfigPortIsNotAnInteger() throws Exception {
+    public void shouldThrowExceptionIfApplicationServerConfigPortIsNotAnInteger() {
         final Properties properties = configProps();
         final String myEndPoint = ""localhost:j87yhk"";
         properties.put(StreamsConfig.APPLICATION_SERVER_CONFIG, myEndPoint);
@@ -897,7 +961,7 @@ public void shouldThrowExceptionIfApplicationServerConfigPortIsNotAnInteger() th
     }
     @Test
-    public void shouldExposeHostStateToTopicPartitionsOnAssignment() throws Exception {
+    public void shouldExposeHostStateToTopicPartitionsOnAssignment() {
         List<TopicPartition> topic = Collections.singletonList(new TopicPartition(""topic"", 0));
         final Map<HostInfo, Set<TopicPartition>> hostState =
                 Collections.singletonMap(new HostInfo(""localhost"", 80),
@@ -910,7 +974,7 @@ public void shouldExposeHostStateToTopicPartitionsOnAssignment() throws Exceptio
     }
     @Test
-    public void shouldSetClusterMetadataOnAssignment() throws Exception {
+    public void shouldSetClusterMetadataOnAssignment() {
         final List<TopicPartition> topic = Collections.singletonList(new TopicPartition(""topic"", 0));
         final Map<HostInfo, Set<TopicPartition>> hostState =
                 Collections.singletonMap(new HostInfo(""localhost"", 80),
@@ -930,7 +994,7 @@ public void shouldSetClusterMetadataOnAssignment() throws Exception {
     }
     @Test
-    public void shouldReturnEmptyClusterMetadataIfItHasntBeenBuilt() throws Exception {
+    public void shouldReturnEmptyClusterMetadataIfItHasntBeenBuilt() {
         final Cluster cluster = partitionAssignor.clusterMetadata();
         assertNotNull(cluster);
     }
@@ -1039,11 +1103,11 @@ public Object apply(Object value1, Object value2) {
             new TopicPartition(applicationId + ""-count-repartition"", 1),
             new TopicPartition(applicationId + ""-count-repartition"", 2)
         );
-        assertThat(new HashSet(assignment.get(client).partitions()), equalTo(new HashSet(expectedAssignment)));
+        assertThat(new HashSet<>(assignment.get(client).partitions()), equalTo(new HashSet<>(expectedAssignment)));
     }
     @Test
-    public void shouldUpdatePartitionHostInfoMapOnAssignment() throws Exception {
+    public void shouldUpdatePartitionHostInfoMapOnAssignment() {
         final TopicPartition partitionOne = new TopicPartition(""topic"", 1);
         final TopicPartition partitionTwo = new TopicPartition(""topic"", 2);
         final Map<HostInfo, Set<TopicPartition>> firstHostState = Collections.singletonMap(
@@ -1060,7 +1124,7 @@ public void shouldUpdatePartitionHostInfoMapOnAssignment() throws Exception {
     }
     @Test
-    public void shouldUpdateClusterMetadataOnAssignment() throws Exception {
+    public void shouldUpdateClusterMetadataOnAssignment() {
         final TopicPartition topicOne = new TopicPartition(""topic"", 1);
         final TopicPartition topicTwo = new TopicPartition(""topic2"", 2);
         final Map<HostInfo, Set<TopicPartition>> firstHostState = Collections.singletonMap(
@@ -1076,7 +1140,7 @@ public void shouldUpdateClusterMetadataOnAssignment() throws Exception {
     }
     @Test
-    public void shouldNotAddStandbyTaskPartitionsToPartitionsForHost() throws Exception {
+    public void shouldNotAddStandbyTaskPartitionsToPartitionsForHost() {
         final Properties props = configProps();
         props.setProperty(StreamsConfig.NUM_STANDBY_REPLICAS_CONFIG, ""1"");
         final StreamsConfig config = new StreamsConfig(props);
@@ -1135,12 +1199,12 @@ public void shouldNotAddStandbyTaskPartitionsToPartitionsForHost() throws Except
     }
     @Test(expected = KafkaException.class)
-    public void shouldThrowKafkaExceptionIfStreamThreadNotConfigured() throws Exception {
+    public void shouldThrowKafkaExceptionIfStreamThreadNotConfigured() {
         partitionAssignor.configure(Collections.singletonMap(StreamsConfig.NUM_STANDBY_REPLICAS_CONFIG, 1));
     }
     @Test(expected = KafkaException.class)
-    public void shouldThrowKafkaExceptionIfStreamThreadConfigIsNotStreamThreadInstance() throws Exception {
+    public void shouldThrowKafkaExceptionIfStreamThreadConfigIsNotStreamThreadInstance() {
         final Map<String, Object> config = new HashMap<>();
         config.put(StreamsConfig.NUM_STANDBY_REPLICAS_CONFIG, 1);
         config.put(StreamsConfig.InternalConfig.STREAM_THREAD_INSTANCE, ""i am not a stream thread"");
diff --git [file java] [file java]
index 9473a4027c4..361dde87776 100644
--- [file java]
+++ [file java]
@@ -64,10 +64,9 @@ public void shouldDecodePreviousVersion() throws Exception {
         assertEquals(oldVersion.activeTasks, decoded.activeTasks);
         assertEquals(oldVersion.standbyTasks, decoded.standbyTasks);
         assertEquals(0, decoded.partitionsByHost.size()); // should be empty as wasn't in V1
-        assertEquals(2, decoded.version); // automatically upgraded to v2 on decode;
+        assertEquals(1, decoded.version);
     }
-
     /**
      * This is a clone of what the V1 encoding did. The encode method has changed for V2
      * so it is impossible to test compatibility without having this
diff --git [file java] [file java]
index 11e1ae86fc2..303061541f3 100644
--- [file java]
+++ [file java]
@@ -77,7 +77,6 @@ int next() {
     // This main() is not used by the system test. It is intended to be used for local debugging.
     public static void main(String args) throws Exception {
         final String kafka = ""localhost:9092"";
-        final String zookeeper = ""localhost:2181"";
         final File stateDir = TestUtils.tempDirectory();
         final int numKeys = 20;
@@ -131,42 +130,50 @@ public void run() {
     }
     public static Map<String, Set<Integer>> generate(String kafka, final int numKeys, final int maxRecordsPerKey) throws Exception {
+        return generate(kafka, numKeys, maxRecordsPerKey, true);
+    }
+    public static Map<String, Set<Integer>> generate(final String kafka,
+                                                     final int numKeys,
+                                                     final int maxRecordsPerKey,
+                                                     final boolean autoTerminate) throws Exception {
         final Properties producerProps = new Properties();
         producerProps.put(ProducerConfig.CLIENT_ID_CONFIG, ""SmokeTest"");
         producerProps.put(ProducerConfig.BOOTSTRAP_SERVERS_CONFIG, kafka);
         producerProps.put(ProducerConfig.KEY_SERIALIZER_CLASS_CONFIG, ByteArraySerializer.class);
         producerProps.put(ProducerConfig.VALUE_SERIALIZER_CLASS_CONFIG, ByteArraySerializer.class);
-        // the next 4 config values make sure that all records are produced with no loss and
-        // no duplicates
+        // the next 2 config values make sure that all records are produced with no loss and no duplicates
         producerProps.put(ProducerConfig.RETRIES_CONFIG, Integer.MAX_VALUE);
         producerProps.put(ProducerConfig.ACKS_CONFIG, ""all"");
-        KafkaProducer<byte, byte> producer = new KafkaProducer<>(producerProps);
+        final KafkaProducer<byte, byte> producer = new KafkaProducer<>(producerProps);
         int numRecordsProduced = 0;
-        Map<String, Set<Integer>> allData = new HashMap<>();
-        ValueList data = new ValueList;
+        final Map<String, Set<Integer>> allData = new HashMap<>();
+        final ValueList data = new ValueList;
         for (int i = 0; i < numKeys; i++) {
             data = new ValueList(i, i + maxRecordsPerKey - 1);
             allData.put(data.key, new HashSet<Integer>());
         }
-        Random rand = new Random();
+        final Random rand = new Random();
-        int remaining = data.length;
+        int remaining = 1; // dummy value must be positive if <autoTerminate> is false
+        if (autoTerminate) {
+            remaining = data.length;
+        }
         while (remaining > 0) {
-            int index = rand.nextInt(remaining);
-            String key = data.key;
+            final int index = autoTerminate ? rand.nextInt(remaining) : rand.nextInt(numKeys);
+            final String key = data.key;
             int value = data.next();
-            if (value < 0) {
+            if (autoTerminate && value < 0) {
                 remaining--;
                 data = data;
             } else {
-                ProducerRecord<byte, byte> record =
-                        new ProducerRecord<>(""data"", stringSerde.serializer().serialize("""", key), intSerde.serializer().serialize("""", value));
+                final ProducerRecord<byte, byte> record =
+                    new ProducerRecord<>(""data"", stringSerde.serializer().serialize("""", key), intSerde.serializer().serialize("""", value));
                 producer.send(record, new Callback() {
                     @Override
@@ -178,11 +185,12 @@ public void onCompletion(final RecordMetadata metadata, final Exception exceptio
                     }
                 });
-
                 numRecordsProduced++;
                 allData.get(key).add(value);
-                if (numRecordsProduced % 100 == 0)
+
+                if (numRecordsProduced % 100 == 0) {
                     System.out.println(numRecordsProduced + "" records produced"");
+                }
                 Utils.sleep(2);
             }
diff --git [file java] [file java]
index 150ec7d0c26..11845b4024c 100644
--- [file java]
+++ [file java]
@@ -44,20 +44,15 @@
             public Processor<Object, Object> get() {
                 return new AbstractProcessor<Object, Object>() {
                     private int numRecordsProcessed = 0;
-                    private ProcessorContext context;
                     @Override
                     public void init(final ProcessorContext context) {
                         System.out.println(""initializing processor: topic="" + topic + "" taskId="" + context.taskId());
                         numRecordsProcessed = 0;
-                        this.context = context;
                     }
                     @Override
                     public void process(final Object key, final Object value) {
-                        if (printOffset) {
-                            System.out.println("">>> "" + context.offset());
-                        }
                         numRecordsProcessed++;
                         if (numRecordsProcessed % 100 == 0) {
                             System.out.println(""processed "" + numRecordsProcessed + "" records from topic="" + topic);
@@ -65,10 +60,10 @@ public void process(final Object key, final Object value) {
                     }
                     @Override
-                    public void punctuate(final long timestamp) { }
+                    public void punctuate(final long timestamp) {}
                     @Override
-                    public void close() { }
+                    public void close() {}
                 };
             }
         };
diff --git [file java] [file java]
index 244aa8eef6e..699aaeba287 100644
--- [file java]
+++ [file java]
@@ -23,7 +23,7 @@
 public class StreamsSmokeTest {
     /**
-     *  args ::= command kafka zookeeper stateDir
+     *  args ::= command kafka zookeeper stateDir disableAutoTerminate
      *  command := ""run"" | ""process""
      *
      * @param args
@@ -32,11 +32,13 @@ public static void main(String args) throws Exception {
         String kafka = args;
         String stateDir = args.length > 1 ? args : null;
         String command = args.length > 2 ? args : null;
+        boolean disableAutoTerminate = args.length > 3;
-        System.out.println(""StreamsTest instance started"");
+        System.out.println(""StreamsTest instance started (StreamsSmokeTest)"");
         System.out.println(""command="" + command);
         System.out.println(""kafka="" + kafka);
         System.out.println(""stateDir="" + stateDir);
+        System.out.println(""disableAutoTerminate="" + disableAutoTerminate);
         switch (command) {
             case ""standalone"":
@@ -46,8 +48,12 @@ public static void main(String args) throws Exception {
                 // this starts the driver (data generation and result verification)
                 final int numKeys = 10;
                 final int maxRecordsPerKey = 500;
-                Map<String, Set<Integer>> allData = SmokeTestDriver.generate(kafka, numKeys, maxRecordsPerKey);
-                SmokeTestDriver.verify(kafka, allData, maxRecordsPerKey);
+                if (disableAutoTerminate) {
+                    SmokeTestDriver.generate(kafka, numKeys, maxRecordsPerKey, false);
+                } else {
+                    Map<String, Set<Integer>> allData = SmokeTestDriver.generate(kafka, numKeys, maxRecordsPerKey);
+                    SmokeTestDriver.verify(kafka, allData, maxRecordsPerKey);
+                }
                 break;
             case ""process"":
                 // this starts a KafkaStreams client
diff --git [file java] [file java]
new file mode 100644
index 00000000000..0ee47e416ff
--- /dev/null
+++ [file java]
@@ -0,0 +1,73 @@
+/*
+ * Licensed to the Apache Software Foundation (ASF) under one or more
+ * contributor license agreements. See the NOTICE file distributed with
+ * this work for additional information regarding copyright ownership.
+ * The ASF licenses this file to You under the Apache License, Version 2.0
+ * (the ""License""); you may not use this file except in compliance with
+ * the License. You may obtain a copy of the License at
+ *
+ *    [link]
+ *
+ * Unless required by applicable law or agreed to in writing, software
+ * distributed under the License is distributed on an ""AS IS"" BASIS,
+ * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
+ * See the License for the specific language governing permissions and
+ * limitations under the License.
+ */
+package org.apache.kafka.streams.tests;
+
+import org.apache.kafka.streams.KafkaStreams;
+import org.apache.kafka.streams.StreamsConfig;
+import org.apache.kafka.streams.kstream.KStream;
+import org.apache.kafka.streams.kstream.KStreamBuilder;
+
+import java.util.Properties;
+
+public class StreamsUpgradeTest {
+
+    @SuppressWarnings(""unchecked"")
+    public static void main(final String args) {
+        if (args.length < 2) {
+            System.err.println(""StreamsUpgradeTest requires two argument (kafka-url, state-dir, ) but only "" + args.length + "" provided: ""
+                + (args.length > 0 ? args : """"));
+        }
+        final String kafka = args;
+        final String stateDir = args;
+        final String upgradeFrom = args.length > 2 ? args : null;
+
+        System.out.println(""StreamsTest instance started (StreamsUpgradeTest trunk)"");
+        System.out.println(""kafka="" + kafka);
+        System.out.println(""stateDir="" + stateDir);
+        System.out.println(""upgradeFrom="" + upgradeFrom);
+
+        final KStreamBuilder builder = new KStreamBuilder();
+
+        final KStream dataStream = builder.stream(""data"");
+        dataStream.process(SmokeTestUtil.printProcessorSupplier(""data""));
+        dataStream.to(""echo"");
+
+        final Properties config = new Properties();
+        config.setProperty(StreamsConfig.APPLICATION_ID_CONFIG, ""StreamsUpgradeTest"");
+        config.setProperty(StreamsConfig.BOOTSTRAP_SERVERS_CONFIG, kafka);
+        config.setProperty(StreamsConfig.STATE_DIR_CONFIG, stateDir);
+        config.put(StreamsConfig.COMMIT_INTERVAL_MS_CONFIG, 1000);
+        if (upgradeFrom != null) {
+            config.setProperty(StreamsConfig.UPGRADE_FROM_CONFIG, upgradeFrom);
+        }
+
+
+        final KafkaStreams streams = new KafkaStreams(builder, config);
+        streams.start();
+
+        Runtime.getRuntime().addShutdownHook(new Thread() {
+            @Override
+            public void run() {
+                System.out.println(""closing Kafka Streams instance"");
+                System.out.flush();
+                streams.close();
+                System.out.println(""UPGRADE-TEST-CLIENT-CLOSED"");
+                System.out.flush();
+            }
+        });
+    }
+}
diff --git [file java] [file java]
new file mode 100644
index 00000000000..72d7f5a7b04
--- /dev/null
+++ [file java]
@@ -0,0 +1,104 @@
+/*
+ * Licensed to the Apache Software Foundation (ASF) under one or more
+ * contributor license agreements. See the NOTICE file distributed with
+ * this work for additional information regarding copyright ownership.
+ * The ASF licenses this file to You under the Apache License, Version 2.0
+ * (the ""License""); you may not use this file except in compliance with
+ * the License. You may obtain a copy of the License at
+ *
+ *    [link]
+ *
+ * Unless required by applicable law or agreed to in writing, software
+ * distributed under the License is distributed on an ""AS IS"" BASIS,
+ * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
+ * See the License for the specific language governing permissions and
+ * limitations under the License.
+ */
+package org.apache.kafka.streams.tests;
+
+import org.apache.kafka.streams.KafkaStreams;
+import org.apache.kafka.streams.StreamsConfig;
+import org.apache.kafka.streams.kstream.KStream;
+import org.apache.kafka.streams.kstream.KStreamBuilder;
+import org.apache.kafka.streams.processor.AbstractProcessor;
+import org.apache.kafka.streams.processor.Processor;
+import org.apache.kafka.streams.processor.ProcessorContext;
+import org.apache.kafka.streams.processor.ProcessorSupplier;
+
+import java.util.Properties;
+
+public class StreamsUpgradeTest {
+
+    @SuppressWarnings(""unchecked"")
+    public static void main(final String args) {
+        if (args.length < 3) {
+            System.err.println(""StreamsUpgradeTest requires three argument (kafka-url, zookeeper-url, state-dir) but only "" + args.length + "" provided: ""
+                + (args.length > 0 ? args + "" "" : """")
+                + (args.length > 1 ? args : """"));
+        }
+        final String kafka = args;
+        final String zookeeper = args;
+        final String stateDir = args;
+
+        System.out.println(""StreamsTest instance started (StreamsUpgradeTest v0.10.0)"");
+        System.out.println(""kafka="" + kafka);
+        System.out.println(""zookeeper="" + zookeeper);
+        System.out.println(""stateDir="" + stateDir);
+
+        final KStreamBuilder builder = new KStreamBuilder();
+        final KStream dataStream = builder.stream(""data"");
+        dataStream.process(printProcessorSupplier());
+        dataStream.to(""echo"");
+
+        final Properties config = new Properties();
+        config.setProperty(StreamsConfig.APPLICATION_ID_CONFIG, ""StreamsUpgradeTest"");
+        config.setProperty(StreamsConfig.BOOTSTRAP_SERVERS_CONFIG, kafka);
+        config.setProperty(StreamsConfig.ZOOKEEPER_CONNECT_CONFIG, zookeeper);
+        config.setProperty(StreamsConfig.STATE_DIR_CONFIG, stateDir);
+        config.put(StreamsConfig.COMMIT_INTERVAL_MS_CONFIG, 1000);
+
+        final KafkaStreams streams = new KafkaStreams(builder, config);
+        streams.start();
+
+        Runtime.getRuntime().addShutdownHook(new Thread() {
+            @Override
+            public void run() {
+                System.out.println(""closing Kafka Streams instance"");
+                System.out.flush();
+                streams.close();
+                System.out.println(""UPGRADE-TEST-CLIENT-CLOSED"");
+                System.out.flush();
+            }
+        });
+    }
+
+    private static <K, V> ProcessorSupplier<K, V> printProcessorSupplier() {
+        return new ProcessorSupplier<K, V>() {
+            public Processor<K, V> get() {
+                return new AbstractProcessor<K, V>() {
+                    private int numRecordsProcessed = 0;
+
+                    @Override
+                    public void init(final ProcessorContext context) {
+                        System.out.println(""initializing processor: topic=data taskId="" + context.taskId());
+                        numRecordsProcessed = 0;
+                    }
+
+                    @Override
+                    public void process(final K key, final V value) {
+                        numRecordsProcessed++;
+                        if (numRecordsProcessed % 100 == 0) {
+                            System.out.println(""processed "" + numRecordsProcessed + "" records from topic=data"");
+                        }
+                    }
+
+                    @Override
+                    public void punctuate(final long timestamp) {}
+
+                    @Override
+                    public void close() {}
+                };
+            }
+        };
+    }
+}
diff --git [file java] [file java]
new file mode 100644
index 00000000000..eebd0fab83c
--- /dev/null
+++ [file java]
@@ -0,0 +1,114 @@
+/*
+ * Licensed to the Apache Software Foundation (ASF) under one or more
+ * contributor license agreements. See the NOTICE file distributed with
+ * this work for additional information regarding copyright ownership.
+ * The ASF licenses this file to You under the Apache License, Version 2.0
+ * (the ""License""); you may not use this file except in compliance with
+ * the License. You may obtain a copy of the License at
+ *
+ *    [link]
+ *
+ * Unless required by applicable law or agreed to in writing, software
+ * distributed under the License is distributed on an ""AS IS"" BASIS,
+ * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
+ * See the License for the specific language governing permissions and
+ * limitations under the License.
+ */
+package org.apache.kafka.streams.tests;
+
+import org.apache.kafka.streams.KafkaStreams;
+import org.apache.kafka.streams.StreamsConfig;
+import org.apache.kafka.streams.kstream.KStream;
+import org.apache.kafka.streams.kstream.KStreamBuilder;
+import org.apache.kafka.streams.processor.AbstractProcessor;
+import org.apache.kafka.streams.processor.Processor;
+import org.apache.kafka.streams.processor.ProcessorContext;
+import org.apache.kafka.streams.processor.ProcessorSupplier;
+
+import java.util.Properties;
+
+public class StreamsUpgradeTest {
+
+    /**
+     * This test cannot be run executed, as long as Kafka 0.10.1.2 is not released
+     */
+    @SuppressWarnings(""unchecked"")
+    public static void main(final String args) {
+        if (args.length < 3) {
+            System.err.println(""StreamsUpgradeTest requires three argument (kafka-url, zookeeper-url, state-dir, ) but only "" + args.length + "" provided: ""
+                + (args.length > 0 ? args + "" "" : """")
+                + (args.length > 1 ? args : """"));
+        }
+        final String kafka = args;
+        final String zookeeper = args;
+        final String stateDir = args;
+        final String upgradeFrom = args.length > 3 ? args : null;
+
+        System.out.println(""StreamsTest instance started (StreamsUpgradeTest v0.10.1)"");
+        System.out.println(""kafka="" + kafka);
+        System.out.println(""zookeeper="" + zookeeper);
+        System.out.println(""stateDir="" + stateDir);
+        System.out.println(""upgradeFrom="" + upgradeFrom);
+
+        final KStreamBuilder builder = new KStreamBuilder();
+        final KStream dataStream = builder.stream(""data"");
+        dataStream.process(printProcessorSupplier());
+        dataStream.to(""echo"");
+
+        final Properties config = new Properties();
+        config.setProperty(StreamsConfig.APPLICATION_ID_CONFIG, ""StreamsUpgradeTest"");
+        config.setProperty(StreamsConfig.BOOTSTRAP_SERVERS_CONFIG, kafka);
+        config.setProperty(StreamsConfig.ZOOKEEPER_CONNECT_CONFIG, zookeeper);
+        config.setProperty(StreamsConfig.STATE_DIR_CONFIG, stateDir);
+        config.put(StreamsConfig.COMMIT_INTERVAL_MS_CONFIG, 1000);
+        if (upgradeFrom != null) {
+            // TODO: because Kafka 0.10.1.2 is not released yet, thus `UPGRADE_FROM_CONFIG` is not available yet
+            //config.setProperty(StreamsConfig.UPGRADE_FROM_CONFIG, upgradeFrom);
+            config.setProperty(""upgrade.from"", upgradeFrom);
+        }
+
+        final KafkaStreams streams = new KafkaStreams(builder, config);
+        streams.start();
+
+        Runtime.getRuntime().addShutdownHook(new Thread() {
+            @Override
+            public void run() {
+                System.out.println(""closing Kafka Streams instance"");
+                System.out.flush();
+                streams.close();
+                System.out.println(""UPGRADE-TEST-CLIENT-CLOSED"");
+                System.out.flush();
+            }
+        });
+    }
+
+    private static <K, V> ProcessorSupplier<K, V> printProcessorSupplier() {
+        return new ProcessorSupplier<K, V>() {
+            public Processor<K, V> get() {
+                return new AbstractProcessor<K, V>() {
+                    private int numRecordsProcessed = 0;
+
+                    @Override
+                    public void init(final ProcessorContext context) {
+                        System.out.println(""initializing processor: topic=data taskId="" + context.taskId());
+                        numRecordsProcessed = 0;
+                    }
+
+                    @Override
+                    public void process(final K key, final V value) {
+                        numRecordsProcessed++;
+                        if (numRecordsProcessed % 100 == 0) {
+                            System.out.println(""processed "" + numRecordsProcessed + "" records from topic=data"");
+                        }
+                    }
+
+                    @Override
+                    public void punctuate(final long timestamp) {}
+
+                    @Override
+                    public void close() {}
+                };
+            }
+        };
+    }
+}
diff --git [file java] [file java]
new file mode 100644
index 00000000000..18240f04ff1
--- /dev/null
+++ [file java]
@@ -0,0 +1,108 @@
+/*
+ * Licensed to the Apache Software Foundation (ASF) under one or more
+ * contributor license agreements. See the NOTICE file distributed with
+ * this work for additional information regarding copyright ownership.
+ * The ASF licenses this file to You under the Apache License, Version 2.0
+ * (the ""License""); you may not use this file except in compliance with
+ * the License. You may obtain a copy of the License at
+ *
+ *    [link]
+ *
+ * Unless required by applicable law or agreed to in writing, software
+ * distributed under the License is distributed on an ""AS IS"" BASIS,
+ * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
+ * See the License for the specific language governing permissions and
+ * limitations under the License.
+ */
+package org.apache.kafka.streams.tests;
+
+import org.apache.kafka.streams.KafkaStreams;
+import org.apache.kafka.streams.StreamsConfig;
+import org.apache.kafka.streams.kstream.KStream;
+import org.apache.kafka.streams.kstream.KStreamBuilder;
+import org.apache.kafka.streams.processor.AbstractProcessor;
+import org.apache.kafka.streams.processor.Processor;
+import org.apache.kafka.streams.processor.ProcessorContext;
+import org.apache.kafka.streams.processor.ProcessorSupplier;
+
+import java.util.Properties;
+
+public class StreamsUpgradeTest {
+
+    /**
+     * This test cannot be run executed, as long as Kafka 0.10.2.2 is not released
+     */
+    @SuppressWarnings(""unchecked"")
+    public static void main(final String args) {
+        if (args.length < 2) {
+            System.err.println(""StreamsUpgradeTest requires three argument (kafka-url, state-dir, ) but only "" + args.length + "" provided: ""
+                + (args.length > 0 ? args : """"));
+        }
+        final String kafka = args;
+        final String stateDir = args;
+        final String upgradeFrom = args.length > 2 ? args : null;
+
+        System.out.println(""StreamsTest instance started (StreamsUpgradeTest v0.10.2)"");
+        System.out.println(""kafka="" + kafka);
+        System.out.println(""stateDir="" + stateDir);
+        System.out.println(""upgradeFrom="" + upgradeFrom);
+
+        final KStreamBuilder builder = new KStreamBuilder();
+        final KStream dataStream = builder.stream(""data"");
+        dataStream.process(printProcessorSupplier());
+        dataStream.to(""echo"");
+
+        final Properties config = new Properties();
+        config.setProperty(StreamsConfig.APPLICATION_ID_CONFIG, ""StreamsUpgradeTest"");
+        config.setProperty(StreamsConfig.BOOTSTRAP_SERVERS_CONFIG, kafka);
+        config.setProperty(StreamsConfig.STATE_DIR_CONFIG, stateDir);
+        config.put(StreamsConfig.COMMIT_INTERVAL_MS_CONFIG, 1000);
+        if (upgradeFrom != null) {
+            // TODO: because Kafka 0.10.2.2 is not released yet, thus `UPGRADE_FROM_CONFIG` is not available yet
+            //config.setProperty(StreamsConfig.UPGRADE_FROM_CONFIG, upgradeFrom);
+            config.setProperty(""upgrade.from"", upgradeFrom);
+        }
+
+        final KafkaStreams streams = new KafkaStreams(builder, config);
+        streams.start();
+
+        Runtime.getRuntime().addShutdownHook(new Thread() {
+            @Override
+            public void run() {
+                streams.close();
+                System.out.println(""UPGRADE-TEST-CLIENT-CLOSED"");
+                System.out.flush();
+            }
+        });
+    }
+
+    private static <K, V> ProcessorSupplier<K, V> printProcessorSupplier() {
+        return new ProcessorSupplier<K, V>() {
+            public Processor<K, V> get() {
+                return new AbstractProcessor<K, V>() {
+                    private int numRecordsProcessed = 0;
+
+                    @Override
+                    public void init(final ProcessorContext context) {
+                        System.out.println(""initializing processor: topic=data taskId="" + context.taskId());
+                        numRecordsProcessed = 0;
+                    }
+
+                    @Override
+                    public void process(final K key, final V value) {
+                        numRecordsProcessed++;
+                        if (numRecordsProcessed % 100 == 0) {
+                            System.out.println(""processed "" + numRecordsProcessed + "" records from topic=data"");
+                        }
+                    }
+
+                    @Override
+                    public void punctuate(final long timestamp) {}
+
+                    @Override
+                    public void close() {}
+                };
+            }
+        };
+    }
+}
diff --git a/tests/kafkatest/services/streams.py b/tests/kafkatest/services/streams.py
index e6f692b171d..eeb16816367 100644
--- a/tests/kafkatest/services/streams.py
+++ b/tests/kafkatest/services/streams.py
@@ -20,6 +20,7 @@
 from ducktape.utils.util import wait_until
 from kafkatest.directory_layout.kafka_path import KafkaPathResolverMixin
+from kafkatest.version import LATEST_0_10_0, LATEST_0_10_1
 class StreamsTestBaseService(KafkaPathResolverMixin, Service):
@@ -33,6 +34,8 @@ class StreamsTestBaseService(KafkaPathResolverMixin, Service):
     LOG4J_CONFIG_FILE = os.path.join(PERSISTENT_ROOT, ""tools-log4j.properties"")
     PID_FILE = os.path.join(PERSISTENT_ROOT, ""streams.pid"")
+    CLEAN_NODE_ENABLED = True
+
     logs = {
         ""streams_log"": {
             ""path"": LOG_FILE,
@@ -43,6 +46,114 @@ class StreamsTestBaseService(KafkaPathResolverMixin, Service):
         ""streams_stderr"": {
             ""path"": STDERR_FILE,
             ""collect_default"": True},
+        ""streams_log.0-1"": {
+            ""path"": LOG_FILE + "".0-1"",
+            ""collect_default"": True},
+        ""streams_stdout.0-1"": {
+            ""path"": STDOUT_FILE + "".0-1"",
+            ""collect_default"": True},
+        ""streams_stderr.0-1"": {
+            ""path"": STDERR_FILE + "".0-1"",
+            ""collect_default"": True},
+        ""streams_log.0-2"": {
+            ""path"": LOG_FILE + "".0-2"",
+            ""collect_default"": True},
+        ""streams_stdout.0-2"": {
+            ""path"": STDOUT_FILE + "".0-2"",
+            ""collect_default"": True},
+        ""streams_stderr.0-2"": {
+            ""path"": STDERR_FILE + "".0-2"",
+            ""collect_default"": True},
+        ""streams_log.0-3"": {
+            ""path"": LOG_FILE + "".0-3"",
+            ""collect_default"": True},
+        ""streams_stdout.0-3"": {
+            ""path"": STDOUT_FILE + "".0-3"",
+            ""collect_default"": True},
+        ""streams_stderr.0-3"": {
+            ""path"": STDERR_FILE + "".0-3"",
+            ""collect_default"": True},
+        ""streams_log.0-4"": {
+            ""path"": LOG_FILE + "".0-4"",
+            ""collect_default"": True},
+        ""streams_stdout.0-4"": {
+            ""path"": STDOUT_FILE + "".0-4"",
+            ""collect_default"": True},
+        ""streams_stderr.0-4"": {
+            ""path"": STDERR_FILE + "".0-4"",
+            ""collect_default"": True},
+        ""streams_log.0-5"": {
+            ""path"": LOG_FILE + "".0-5"",
+            ""collect_default"": True},
+        ""streams_stdout.0-5"": {
+            ""path"": STDOUT_FILE + "".0-5"",
+            ""collect_default"": True},
+        ""streams_stderr.0-5"": {
+            ""path"": STDERR_FILE + "".0-5"",
+            ""collect_default"": True},
+        ""streams_log.0-6"": {
+            ""path"": LOG_FILE + "".0-6"",
+            ""collect_default"": True},
+        ""streams_stdout.0-6"": {
+            ""path"": STDOUT_FILE + "".0-6"",
+            ""collect_default"": True},
+        ""streams_stderr.0-6"": {
+            ""path"": STDERR_FILE + "".0-6"",
+            ""collect_default"": True},
+        ""streams_log.1-1"": {
+            ""path"": LOG_FILE + "".1-1"",
+            ""collect_default"": True},
+        ""streams_stdout.1-1"": {
+            ""path"": STDOUT_FILE + "".1-1"",
+            ""collect_default"": True},
+        ""streams_stderr.1-1"": {
+            ""path"": STDERR_FILE + "".1-1"",
+            ""collect_default"": True},
+        ""streams_log.1-2"": {
+            ""path"": LOG_FILE + "".1-2"",
+            ""collect_default"": True},
+        ""streams_stdout.1-2"": {
+            ""path"": STDOUT_FILE + "".1-2"",
+            ""collect_default"": True},
+        ""streams_stderr.1-2"": {
+            ""path"": STDERR_FILE + "".1-2"",
+            ""collect_default"": True},
+        ""streams_log.1-3"": {
+            ""path"": LOG_FILE + "".1-3"",
+            ""collect_default"": True},
